id_evento,id_reporte,fecha_evento,tipo_evento,responsable,observacion
EVT-00120-1,NEXO-147-00120,2025-01-18 22:37,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 1
EVT-00120-2,NEXO-147-00120,2025-01-19 02:37,Registro inicial,analista.demo2,Evento sintético de seguimiento 2
EVT-00120-3,NEXO-147-00120,2025-01-19 08:37,Registro inicial,analista.demo2,Evento sintético de seguimiento 3
EVT-00121-1,NEXO-147-00121,2026-03-16 00:06,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 1
EVT-00122-1,NEXO-147-00122,2025-08-14 19:45,Registro inicial,analista.demo2,Evento sintético de seguimiento 1
EVT-00123-1,NEXO-147-00123,2026-05-10 20:58,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00123-2,NEXO-147-00123,2026-05-11 03:58,Actualización de estado,operador.demo2,Evento sintético de seguimiento 2
EVT-00123-3,NEXO-147-00123,2026-05-11 00:58,Actualización de estado,analista.demo2,Evento sintético de seguimiento 3
EVT-00124-1,NEXO-147-00124,2026-03-07 14:56,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00125-1,NEXO-147-00125,2025-10-07 23:49,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 1
EVT-00126-1,NEXO-147-00126,2026-03-06 14:33,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 1
EVT-00127-1,NEXO-147-00127,2026-04-28 09:53,Registro inicial,operador.demo1,Evento sintético de seguimiento 1
EVT-00128-1,NEXO-147-00128,2025-07-18 19:17,Llamada de verificación,director.demo,Evento sintético de seguimiento 1
EVT-00128-2,NEXO-147-00128,2025-07-19 03:17,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 2
EVT-00128-3,NEXO-147-00128,2025-07-19 07:17,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 3
EVT-00129-1,NEXO-147-00129,2026-04-28 03:18,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 1
EVT-00129-2,NEXO-147-00129,2026-04-28 13:18,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 2
EVT-00129-3,NEXO-147-00129,2026-04-28 21:18,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 3
EVT-00130-1,NEXO-147-00130,2026-03-07 08:13,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 1
EVT-00130-2,NEXO-147-00130,2026-03-07 18:13,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 2
EVT-00131-1,NEXO-147-00131,2025-03-21 08:11,Registro inicial,operador.demo2,Evento sintético de seguimiento 1
EVT-00132-1,NEXO-147-00132,2026-04-27 21:02,Registro inicial,operador.demo1,Evento sintético de seguimiento 1
EVT-00132-2,NEXO-147-00132,2026-04-27 22:02,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 2
EVT-00132-3,NEXO-147-00132,2026-04-28 07:02,Asignación a unidad,director.demo,Evento sintético de seguimiento 3
EVT-00133-1,NEXO-147-00133,2025-09-13 18:59,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 1
EVT-00134-1,NEXO-147-00134,2026-03-13 11:27,Registro inicial,operador.demo2,Evento sintético de seguimiento 1
EVT-00135-1,NEXO-147-00135,2026-04-10 22:50,Llamada de verificación,director.demo,Evento sintético de seguimiento 1
EVT-00135-2,NEXO-147-00135,2026-04-11 08:50,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 2
EVT-00135-3,NEXO-147-00135,2026-04-11 02:50,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 3
EVT-00136-1,NEXO-147-00136,2026-02-03 18:33,Registro inicial,operador.demo2,Evento sintético de seguimiento 1
EVT-00136-2,NEXO-147-00136,2026-02-04 02:33,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 2
EVT-00137-1,NEXO-147-00137,2025-12-23 04:10,Actualización de estado,analista.demo2,Evento sintético de seguimiento 1
EVT-00137-2,NEXO-147-00137,2025-12-23 10:10,Llamada de verificación,analista.demo2,Evento sintético de seguimiento 2
EVT-00138-1,NEXO-147-00138,2025-12-02 01:53,Registro inicial,operador.demo2,Evento sintético de seguimiento 1
EVT-00138-2,NEXO-147-00138,2025-12-02 06:53,Actualización de estado,analista.demo2,Evento sintético de seguimiento 2
EVT-00138-3,NEXO-147-00138,2025-12-02 11:53,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 3
EVT-00139-1,NEXO-147-00139,2025-09-01 22:53,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 1
EVT-00140-1,NEXO-147-00140,2026-05-31 13:18,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 1
EVT-00141-1,NEXO-147-00141,2025-12-28 05:18,Llamada de verificación,analista.demo2,Evento sintético de seguimiento 1
EVT-00141-2,NEXO-147-00141,2025-12-28 08:18,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 2
EVT-00142-1,NEXO-147-00142,2025-04-16 14:15,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 1
EVT-00142-2,NEXO-147-00142,2025-04-16 17:15,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 2
EVT-00143-1,NEXO-147-00143,2025-12-20 20:39,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00144-1,NEXO-147-00144,2025-03-04 18:52,Actualización de estado,director.demo,Evento sintético de seguimiento 1
EVT-00145-1,NEXO-147-00145,2025-08-24 18:10,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00145-2,NEXO-147-00145,2025-08-25 00:10,Actualización de estado,analista.demo1,Evento sintético de seguimiento 2
EVT-00145-3,NEXO-147-00145,2025-08-25 02:10,Llamada de verificación,director.demo,Evento sintético de seguimiento 3
EVT-00146-1,NEXO-147-00146,2026-05-31 09:25,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00146-2,NEXO-147-00146,2026-05-31 18:25,Actualización de estado,operador.demo1,Evento sintético de seguimiento 2
EVT-00147-1,NEXO-147-00147,2026-04-23 09:33,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 1
EVT-00147-2,NEXO-147-00147,2026-04-23 20:33,Registro inicial,analista.demo1,Evento sintético de seguimiento 2
EVT-00147-3,NEXO-147-00147,2026-04-23 11:33,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 3
EVT-00148-1,NEXO-147-00148,2026-05-05 18:49,Registro inicial,operador.demo1,Evento sintético de seguimiento 1
EVT-00149-1,NEXO-147-00149,2025-08-08 21:39,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 1
EVT-00149-2,NEXO-147-00149,2025-08-09 08:39,Análisis preliminar,director.demo,Evento sintético de seguimiento 2
EVT-00150-1,NEXO-147-00150,2026-05-13 08:27,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 1
EVT-00151-1,NEXO-147-00151,2025-08-01 21:54,Actualización de estado,director.demo,Evento sintético de seguimiento 1
EVT-00152-1,NEXO-147-00152,2026-01-19 00:02,Llamada de verificación,director.demo,Evento sintético de seguimiento 1
EVT-00152-2,NEXO-147-00152,2026-01-19 08:02,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 2
EVT-00153-1,NEXO-147-00153,2025-09-28 11:45,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 1
EVT-00153-2,NEXO-147-00153,2025-09-28 18:45,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 2
EVT-00153-3,NEXO-147-00153,2025-09-28 13:45,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 3
EVT-00154-1,NEXO-147-00154,2026-03-07 22:35,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 1
EVT-00154-2,NEXO-147-00154,2026-03-08 03:35,Asignación a unidad,operador.demo2,Evento sintético de seguimiento 2
EVT-00155-1,NEXO-147-00155,2025-10-10 11:10,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 1
EVT-00156-1,NEXO-147-00156,2026-05-23 20:26,Actualización de estado,analista.demo2,Evento sintético de seguimiento 1
EVT-00157-1,NEXO-147-00157,2026-03-12 22:58,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 1
EVT-00158-1,NEXO-147-00158,2026-01-11 09:34,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 1
EVT-00158-2,NEXO-147-00158,2026-01-11 13:34,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 2
EVT-00159-1,NEXO-147-00159,2025-02-01 23:27,Cruce OSINT,director.demo,Evento sintético de seguimiento 1
EVT-00159-2,NEXO-147-00159,2025-02-02 01:27,Llamada de verificación,director.demo,Evento sintético de seguimiento 2
EVT-00159-3,NEXO-147-00159,2025-02-02 13:27,Análisis preliminar,director.demo,Evento sintético de seguimiento 3
EVT-00160-1,NEXO-147-00160,2026-04-06 23:40,Actualización de estado,analista.demo2,Evento sintético de seguimiento 1
EVT-00161-1,NEXO-147-00161,2025-02-16 19:58,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 1
EVT-00162-1,NEXO-147-00162,2026-02-11 21:45,Actualización de estado,operador.demo2,Evento sintético de seguimiento 1
EVT-00162-2,NEXO-147-00162,2026-02-12 01:45,Actualización de estado,analista.demo2,Evento sintético de seguimiento 2
EVT-00163-1,NEXO-147-00163,2025-12-18 11:44,Registro inicial,analista.demo1,Evento sintético de seguimiento 1
EVT-00164-1,NEXO-147-00164,2026-04-11 00:46,Actualización de estado,operador.demo1,Evento sintético de seguimiento 1
EVT-00165-1,NEXO-147-00165,2025-06-03 16:49,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00165-2,NEXO-147-00165,2025-06-04 00:49,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 2
EVT-00166-1,NEXO-147-00166,2026-03-31 06:35,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00166-2,NEXO-147-00166,2026-03-31 10:35,Actualización de estado,operador.demo1,Evento sintético de seguimiento 2
EVT-00166-3,NEXO-147-00166,2026-04-01 00:35,Actualización de estado,operador.demo2,Evento sintético de seguimiento 3
EVT-00167-1,NEXO-147-00167,2026-03-19 04:14,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 1
EVT-00168-1,NEXO-147-00168,2026-02-26 13:41,Registro inicial,operador.demo1,Evento sintético de seguimiento 1
EVT-00169-1,NEXO-147-00169,2026-05-08 16:48,Llamada de verificación,director.demo,Evento sintético de seguimiento 1
EVT-00170-1,NEXO-147-00170,2026-06-03 07:00,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00170-2,NEXO-147-00170,2026-06-03 18:00,Registro inicial,operador.demo2,Evento sintético de seguimiento 2
EVT-00171-1,NEXO-147-00171,2026-04-12 21:55,Actualización de estado,director.demo,Evento sintético de seguimiento 1
EVT-00171-2,NEXO-147-00171,2026-04-12 23:55,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 2
EVT-00171-3,NEXO-147-00171,2026-04-13 17:55,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 3
EVT-00172-1,NEXO-147-00172,2025-01-06 04:51,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 1
EVT-00173-1,NEXO-147-00173,2026-04-27 22:02,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 1
EVT-00173-2,NEXO-147-00173,2026-04-28 05:02,Actualización de estado,operador.demo2,Evento sintético de seguimiento 2
EVT-00173-3,NEXO-147-00173,2026-04-28 06:02,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 3
EVT-00174-1,NEXO-147-00174,2025-09-06 17:38,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 1
EVT-00174-2,NEXO-147-00174,2025-09-06 22:38,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 2
EVT-00175-1,NEXO-147-00175,2026-05-27 20:00,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 1
EVT-00175-2,NEXO-147-00175,2026-05-28 00:00,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 2
EVT-00175-3,NEXO-147-00175,2026-05-28 04:00,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 3
EVT-00176-1,NEXO-147-00176,2025-02-13 20:52,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00176-2,NEXO-147-00176,2025-02-14 07:52,Registro inicial,analista.demo2,Evento sintético de seguimiento 2
EVT-00176-3,NEXO-147-00176,2025-02-14 00:52,Registro inicial,director.demo,Evento sintético de seguimiento 3
EVT-00177-1,NEXO-147-00177,2026-01-17 08:21,Registro inicial,analista.demo2,Evento sintético de seguimiento 1
EVT-00177-2,NEXO-147-00177,2026-01-17 14:21,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 2
EVT-00177-3,NEXO-147-00177,2026-01-17 16:21,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 3
EVT-00178-1,NEXO-147-00178,2026-03-07 21:15,Registro inicial,operador.demo1,Evento sintético de seguimiento 1
EVT-00178-2,NEXO-147-00178,2026-03-08 08:15,Registro inicial,director.demo,Evento sintético de seguimiento 2
EVT-00179-1,NEXO-147-00179,2026-02-05 15:04,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 1
EVT-00180-1,NEXO-147-00180,2026-03-13 15:19,Registro inicial,operador.demo1,Evento sintético de seguimiento 1
EVT-00180-2,NEXO-147-00180,2026-03-13 22:19,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 2
EVT-00181-1,NEXO-147-00181,2026-06-01 07:33,Registro inicial,operador.demo1,Evento sintético de seguimiento 1
EVT-00181-2,NEXO-147-00181,2026-06-01 17:33,Actualización de estado,director.demo,Evento sintético de seguimiento 2
EVT-00181-3,NEXO-147-00181,2026-06-01 15:33,Registro inicial,analista.demo1,Evento sintético de seguimiento 3
EVT-00182-1,NEXO-147-00182,2026-05-09 01:02,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00182-2,NEXO-147-00182,2026-05-09 12:02,Registro inicial,analista.demo2,Evento sintético de seguimiento 2
EVT-00183-1,NEXO-147-00183,2025-11-03 20:05,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 1
EVT-00183-2,NEXO-147-00183,2025-11-04 01:05,Asignación a unidad,operador.demo2,Evento sintético de seguimiento 2
EVT-00184-1,NEXO-147-00184,2025-09-15 16:53,Actualización de estado,operador.demo1,Evento sintético de seguimiento 1
EVT-00184-2,NEXO-147-00184,2025-09-15 23:53,Asignación a unidad,operador.demo2,Evento sintético de seguimiento 2
EVT-00185-1,NEXO-147-00185,2025-12-18 21:37,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 1
EVT-00186-1,NEXO-147-00186,2025-01-15 12:14,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 1
EVT-00186-2,NEXO-147-00186,2025-01-15 22:14,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 2
EVT-00186-3,NEXO-147-00186,2025-01-16 00:14,Registro inicial,operador.demo2,Evento sintético de seguimiento 3
EVT-00187-1,NEXO-147-00187,2026-03-17 03:27,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 1
EVT-00188-1,NEXO-147-00188,2025-11-15 22:08,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 1
EVT-00188-2,NEXO-147-00188,2025-11-16 07:08,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 2
EVT-00188-3,NEXO-147-00188,2025-11-16 10:08,Registro inicial,director.demo,Evento sintético de seguimiento 3
EVT-00189-1,NEXO-147-00189,2025-03-16 22:20,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 1
EVT-00189-2,NEXO-147-00189,2025-03-17 10:20,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 2
EVT-00190-1,NEXO-147-00190,2025-09-02 20:19,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00190-2,NEXO-147-00190,2025-09-03 05:19,Análisis preliminar,director.demo,Evento sintético de seguimiento 2
EVT-00191-1,NEXO-147-00191,2026-04-29 17:37,Llamada de verificación,director.demo,Evento sintético de seguimiento 1
EVT-00192-1,NEXO-147-00192,2026-03-24 16:44,Actualización de estado,analista.demo1,Evento sintético de seguimiento 1
EVT-00192-2,NEXO-147-00192,2026-03-24 21:44,Registro inicial,director.demo,Evento sintético de seguimiento 2
EVT-00193-1,NEXO-147-00193,2026-04-27 00:21,Registro inicial,analista.demo1,Evento sintético de seguimiento 1
EVT-00194-1,NEXO-147-00194,2025-04-11 20:26,Registro inicial,analista.demo2,Evento sintético de seguimiento 1
EVT-00195-1,NEXO-147-00195,2026-04-22 10:50,Actualización de estado,analista.demo1,Evento sintético de seguimiento 1
EVT-00196-1,NEXO-147-00196,2025-08-14 09:10,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 1
EVT-00197-1,NEXO-147-00197,2026-03-29 08:56,Registro inicial,analista.demo1,Evento sintético de seguimiento 1
EVT-00197-2,NEXO-147-00197,2026-03-29 20:56,Asignación a unidad,director.demo,Evento sintético de seguimiento 2
EVT-00198-1,NEXO-147-00198,2026-04-26 12:49,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 1
EVT-00199-1,NEXO-147-00199,2025-02-17 21:28,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 1
EVT-00199-2,NEXO-147-00199,2025-02-18 06:28,Registro inicial,operador.demo1,Evento sintético de seguimiento 2
EVT-00200-1,NEXO-147-00200,2025-10-25 02:34,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00200-2,NEXO-147-00200,2025-10-25 08:34,Registro inicial,analista.demo2,Evento sintético de seguimiento 2
EVT-00200-3,NEXO-147-00200,2025-10-25 16:34,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 3
EVT-00201-1,NEXO-147-00201,2026-05-06 19:27,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00202-1,NEXO-147-00202,2025-08-29 00:10,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 1
EVT-00202-2,NEXO-147-00202,2025-08-29 09:10,Asignación a unidad,operador.demo2,Evento sintético de seguimiento 2
EVT-00202-3,NEXO-147-00202,2025-08-29 14:10,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 3
EVT-00203-1,NEXO-147-00203,2026-01-18 12:49,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 1
EVT-00203-2,NEXO-147-00203,2026-01-18 21:49,Registro inicial,analista.demo2,Evento sintético de seguimiento 2
EVT-00203-3,NEXO-147-00203,2026-01-19 12:49,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 3
EVT-00204-1,NEXO-147-00204,2026-01-23 18:33,Registro inicial,operador.demo1,Evento sintético de seguimiento 1
EVT-00204-2,NEXO-147-00204,2026-01-23 21:33,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 2
EVT-00204-3,NEXO-147-00204,2026-01-24 16:33,Actualización de estado,director.demo,Evento sintético de seguimiento 3
EVT-00205-1,NEXO-147-00205,2026-03-15 19:46,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 1
EVT-00205-2,NEXO-147-00205,2026-03-15 21:46,Actualización de estado,director.demo,Evento sintético de seguimiento 2
EVT-00206-1,NEXO-147-00206,2026-04-05 20:26,Actualización de estado,operador.demo2,Evento sintético de seguimiento 1
EVT-00207-1,NEXO-147-00207,2025-06-16 00:03,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 1
EVT-00207-2,NEXO-147-00207,2025-06-16 05:03,Registro inicial,operador.demo2,Evento sintético de seguimiento 2
EVT-00207-3,NEXO-147-00207,2025-06-17 00:03,Llamada de verificación,director.demo,Evento sintético de seguimiento 3
EVT-00208-1,NEXO-147-00208,2026-02-27 07:12,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 1
EVT-00208-2,NEXO-147-00208,2026-02-27 19:12,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 2
EVT-00209-1,NEXO-147-00209,2026-05-20 00:49,Llamada de verificación,director.demo,Evento sintético de seguimiento 1
EVT-00209-2,NEXO-147-00209,2026-05-20 11:49,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 2
EVT-00209-3,NEXO-147-00209,2026-05-20 20:49,Asignación a unidad,operador.demo2,Evento sintético de seguimiento 3
EVT-00210-1,NEXO-147-00210,2025-07-31 09:03,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00211-1,NEXO-147-00211,2026-03-21 19:04,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 1
EVT-00212-1,NEXO-147-00212,2025-03-22 19:52,Cruce OSINT,analista.demo2,Evento sintético de seguimiento 1
EVT-00212-2,NEXO-147-00212,2025-03-22 21:52,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 2
EVT-00212-3,NEXO-147-00212,2025-03-23 19:52,Registro inicial,analista.demo2,Evento sintético de seguimiento 3
EVT-00213-1,NEXO-147-00213,2026-05-11 23:21,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 1
EVT-00214-1,NEXO-147-00214,2026-04-19 16:12,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00214-2,NEXO-147-00214,2026-04-20 04:12,Actualización de estado,director.demo,Evento sintético de seguimiento 2
EVT-00214-3,NEXO-147-00214,2026-04-20 06:12,Asignación a unidad,director.demo,Evento sintético de seguimiento 3
EVT-00215-1,NEXO-147-00215,2026-03-22 23:22,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 1
EVT-00215-2,NEXO-147-00215,2026-03-23 07:22,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 2
EVT-00215-3,NEXO-147-00215,2026-03-23 09:22,Análisis preliminar,director.demo,Evento sintético de seguimiento 3
EVT-00216-1,NEXO-147-00216,2026-03-17 19:07,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 1
EVT-00217-1,NEXO-147-00217,2025-01-07 10:58,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 1
EVT-00217-2,NEXO-147-00217,2025-01-07 19:58,Llamada de verificación,director.demo,Evento sintético de seguimiento 2
EVT-00218-1,NEXO-147-00218,2025-04-10 21:16,Registro inicial,analista.demo1,Evento sintético de seguimiento 1
EVT-00218-2,NEXO-147-00218,2025-04-11 06:16,Actualización de estado,analista.demo1,Evento sintético de seguimiento 2
EVT-00219-1,NEXO-147-00219,2026-03-11 18:40,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 1
EVT-00219-2,NEXO-147-00219,2026-03-11 22:40,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 2
EVT-00220-1,NEXO-147-00220,2026-05-19 22:31,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 1
EVT-00221-1,NEXO-147-00221,2025-02-26 08:47,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00221-2,NEXO-147-00221,2025-02-26 19:47,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 2
EVT-00222-1,NEXO-147-00222,2026-03-06 09:30,Asignación a unidad,operador.demo1,Evento sintético de seguimiento 1
EVT-00222-2,NEXO-147-00222,2026-03-06 17:30,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 2
EVT-00223-1,NEXO-147-00223,2026-03-10 17:19,Actualización de estado,operador.demo1,Evento sintético de seguimiento 1
EVT-00223-2,NEXO-147-00223,2026-03-10 19:19,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 2
EVT-00223-3,NEXO-147-00223,2026-03-11 01:19,Actualización de estado,analista.demo1,Evento sintético de seguimiento 3
EVT-00224-1,NEXO-147-00224,2025-12-15 08:02,Análisis preliminar,director.demo,Evento sintético de seguimiento 1
EVT-00225-1,NEXO-147-00225,2026-05-31 12:36,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 1
EVT-00225-2,NEXO-147-00225,2026-05-31 17:36,Registro inicial,analista.demo2,Evento sintético de seguimiento 2
EVT-00225-3,NEXO-147-00225,2026-06-01 12:36,Asignación a unidad,analista.demo1,Evento sintético de seguimiento 3
EVT-00226-1,NEXO-147-00226,2026-01-23 14:46,Cruce OSINT,operador.demo1,Evento sintético de seguimiento 1
EVT-00226-2,NEXO-147-00226,2026-01-23 20:46,Llamada de verificación,operador.demo2,Evento sintético de seguimiento 2
EVT-00227-1,NEXO-147-00227,2025-06-22 18:42,Llamada de verificación,director.demo,Evento sintético de seguimiento 1
EVT-00228-1,NEXO-147-00228,2026-04-02 18:41,Cruce OSINT,director.demo,Evento sintético de seguimiento 1
EVT-00229-1,NEXO-147-00229,2025-01-21 22:23,Asignación a unidad,director.demo,Evento sintético de seguimiento 1
EVT-00230-1,NEXO-147-00230,2026-06-03 20:41,Registro inicial,director.demo,Evento sintético de seguimiento 1
EVT-00230-2,NEXO-147-00230,2026-06-03 21:41,Actualización de estado,operador.demo2,Evento sintético de seguimiento 2
EVT-00230-3,NEXO-147-00230,2026-06-04 08:41,Llamada de verificación,analista.demo2,Evento sintético de seguimiento 3
EVT-00231-1,NEXO-147-00231,2025-07-30 13:44,Actualización de estado,operador.demo2,Evento sintético de seguimiento 1
EVT-00232-1,NEXO-147-00232,2026-03-01 13:01,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 1
EVT-00232-2,NEXO-147-00232,2026-03-01 21:01,Asignación a unidad,director.demo,Evento sintético de seguimiento 2
EVT-00233-1,NEXO-147-00233,2026-06-02 16:19,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 1
EVT-00233-2,NEXO-147-00233,2026-06-02 21:19,Análisis preliminar,analista.demo2,Evento sintético de seguimiento 2
EVT-00233-3,NEXO-147-00233,2026-06-03 00:19,Registro inicial,operador.demo1,Evento sintético de seguimiento 3
EVT-00234-1,NEXO-147-00234,2026-04-19 22:45,Actualización de estado,director.demo,Evento sintético de seguimiento 1
EVT-00234-2,NEXO-147-00234,2026-04-19 23:45,Asignación a unidad,director.demo,Evento sintético de seguimiento 2
EVT-00234-3,NEXO-147-00234,2026-04-20 22:45,Análisis preliminar,operador.demo1,Evento sintético de seguimiento 3
EVT-00235-1,NEXO-147-00235,2026-04-05 21:00,Llamada de verificación,analista.demo1,Evento sintético de seguimiento 1
EVT-00235-2,NEXO-147-00235,2026-04-06 08:00,Llamada de verificación,operador.demo1,Evento sintético de seguimiento 2
EVT-00236-1,NEXO-147-00236,2026-04-23 11:59,Cruce OSINT,analista.demo1,Evento sintético de seguimiento 1
EVT-00237-1,NEXO-147-00237,2026-03-16 20:20,Cruce OSINT,operador.demo2,Evento sintético de seguimiento 1
EVT-00238-1,NEXO-147-00238,2026-04-16 14:46,Registro inicial,analista.demo2,Evento sintético de seguimiento 1
EVT-00239-1,NEXO-147-00239,2026-03-30 23:18,Actualización de estado,analista.demo1,Evento sintético de seguimiento 1
EVT-00240-1,NEXO-147-00240,2025-06-07 22:48,Registro inicial,operador.demo1,Evento sintético de seguimiento 1
EVT-00240-2,NEXO-147-00240,2025-06-08 08:48,Registro inicial,operador.demo1,Evento sintético de seguimiento 2
EVT-00240-3,NEXO-147-00240,2025-06-08 04:48,Registro inicial,operador.demo2,Evento sintético de seguimiento 3
EVT-00241-1,NEXO-147-00241,2025-07-19 01:53,Registro inicial,operador.demo2,Evento sintético de seguimiento 1
EVT-00241-2,NEXO-147-00241,2025-07-19 03:53,Análisis preliminar,operador.demo2,Evento sintético de seguimiento 2
EVT-00242-1,NEXO-147-00242,2026-03-17 08:21,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 1
EVT-00242-2,NEXO-147-00242,2026-03-17 17:21,Registro inicial,operador.demo1,Evento sintético de seguimiento 2
EVT-00243-1,NEXO-147-00243,2026-03-11 19:30,Cruce OSINT,director.demo,Evento sintético de seguimiento 1
EVT-00244-1,NEXO-147-00244,2025-03-17 23:52,Análisis preliminar,analista.demo1,Evento sintético de seguimiento 1
EVT-00245-1,NEXO-147-00245,2025-09-11 17:43,Asignación a unidad,analista.demo2,Evento sintético de seguimiento 1
